Country,Year,Region,Temperature
24N-90N,2005,24N-90N,99
24S-24N,2005,24S-24N,65
90S-24S,2005,90S-24S,45
64N-90N,2005,64N-90N,200
44N-64N,2005,44N-64N,116
44N-64N,2005,44N-64N,116
24N-44N,2005,24N-44N,56
EQU-24N,2005,EQU-24N,61
24S-EQU,2005,24S-EQU,69
44S-24S,2005,44S-24S,52
64S-44S,2005,64S-44S,20
90S-64S,2005,90S-64S,76
24N-90N,2006,24N-90N,96
24S-24N,2006,24S-24N,56
90S-24S,2006,90S-24S,40
64N-90N,2006,64N-90N,173
44N-64N,2006,44N-64N,105
44N-64N,2006,44N-64N,105
24N-44N,2006,24N-44N,67
EQU-24N,2006,EQU-24N,55
24S-EQU,2006,24S-EQU,58
44S-24S,2006,44S-24S,54
64S-44S,2006,64S-44S,19
90S-64S,2006,90S-64S,36
24N-90N,2007,24N-90N,110
24S-24N,2007,24S-24N,47
90S-24S,2007,90S-24S,48
64N-90N,2007,64N-90N,201
44N-64N,2007,44N-64N,129
44N-64N,2007,44N-64N,129
24N-44N,2007,24N-44N,69
EQU-24N,2007,EQU-24N,44
24S-EQU,2007,24S-EQU,50
44S-24S,2007,44S-24S,54
64S-44S,2007,64S-44S,6
90S-64S,2007,90S-64S,117
24N-90N,2008,24N-90N,88
24S-24N,2008,24S-24N,39
90S-24S,2008,90S-24S,40
64N-90N,2008,64N-90N,144
44N-64N,2008,44N-64N,102
44N-64N,2008,44N-64N,102
24N-44N,2008,24N-44N,61
EQU-24N,2008,EQU-24N,33
24S-EQU,2008,24S-EQU,45
44S-24S,2008,44S-24S,56
64S-44S,2008,64S-44S,10
90S-64S,2008,90S-64S,50
24N-90N,2009,24N-90N,74
24S-24N,2009,24S-24N,68
90S-24S,2009,90S-24S,51
64N-90N,2009,64N-90N,127
44N-64N,2009,44N-64N,58
44N-64N,2009,44N-64N,58
24N-44N,2009,24N-44N,67
EQU-24N,2009,EQU-24N,66
24S-EQU,2009,24S-EQU,71
44S-24S,2009,44S-24S,61
64S-44S,2009,64S-44S,18
90S-64S,2009,90S-64S,85
24N-90N,2010,24N-90N,98
24S-24N,2010,24S-24N,69
90S-24S,2010,90S-24S,48
64N-90N,2010,64N-90N,199
44N-64N,2010,44N-64N,86
44N-64N,2010,44N-64N,86
24N-44N,2010,24N-44N,74
EQU-24N,2010,EQU-24N,72
24S-EQU,2010,24S-EQU,66
44S-24S,2010,44S-24S,66
64S-44S,2010,64S-44S,23
90S-64S,2010,90S-64S,38
24N-90N,2011,24N-90N,93
24S-24N,2011,24S-24N,37
90S-24S,2011,90S-24S,58
64N-90N,2011,64N-90N,211
44N-64N,2011,44N-64N,90
44N-64N,2011,44N-64N,90
24N-44N,2011,24N-44N,57
EQU-24N,2011,EQU-24N,38
24S-EQU,2011,24S-EQU,37
44S-24S,2011,44S-24S,68
64S-44S,2011,64S-44S,26
90S-64S,2011,90S-64S,93
24N-90N,2012,24N-90N,97
24S-24N,2012,24S-24N,51
90S-24S,2012,90S-24S,44
64N-90N,2012,64N-90N,189
44N-64N,2012,44N-64N,89
44N-64N,2012,44N-64N,89
24N-44N,2012,24N-44N,73
EQU-24N,2012,EQU-24N,46
24S-EQU,2012,24S-EQU,57
44S-24S,2012,44S-24S,60
64S-44S,2012,64S-44S,25
90S-64S,2012,90S-64S,32
24N-90N,2013,24N-90N,88
24S-24N,2013,24S-24N,58
90S-24S,2013,90S-24S,54
64N-90N,2013,64N-90N,123
44N-64N,2013,44N-64N,103
44N-64N,2013,44N-64N,103
24N-44N,2013,24N-44N,68
EQU-24N,2013,EQU-24N,57
24S-EQU,2013,24S-EQU,58
44S-24S,2013,44S-24S,64
64S-44S,2013,64S-44S,30
90S-64S,2013,90S-64S,67
24N-90N,2014,24N-90N,106
24S-24N,2014,24S-24N,67
90S-24S,2014,90S-24S,54
64N-90N,2014,64N-90N,185
44N-64N,2014,44N-64N,113
44N-64N,2014,44N-64N,113
24N-44N,2014,24N-44N,76
EQU-24N,2014,EQU-24N,70
24S-EQU,2014,24S-EQU,64
44S-24S,2014,44S-24S,76
64S-44S,2014,64S-44S,23
90S-64S,2014,90S-64S,47
